,word,,domains,english,spanish,french,indonesian
2947,מַעַזְיָהוּ,PN,person,Maaziah,Maazías,Maazyahou,Maazya
2948,מָעַי,PN,person,Maai,Maai,Maaï,Maai
2949,מַעֲכָה-1,PN,person,Maacah,Maacá,Maaka,Maakha
2950,מַעֲכָה-2,PN,group /  area,Maacah,Maacá,Maaka,Maakha
2951,מַעֲכָה-3,PN,person,Maacah,Maacá,Maaka,Maakha
2952,מַעֲכָה-4,PN,person,Maacah,Maacá,Maaka,Maakha
2953,מַעֲכָה-5,PN,person,Maacah,Maacá,Maaka,Maakha
2954,מַעֲכָה-6,PN,person,Maacah,Maacá,Maaka,Maakha
2955,מַעֲכָה-7,PN,person,Maacah,Maacá,Maaka,Maakha
2956,מַעֲכָה-8,PN,person,Maacah,Maacá,Maaka,Maakha
2957,מַעֲכָה-9,PN,person,Maacah,Maacá,Maaka,Maakha
2958,מַעֲכָה-10,PN,person,Maacah,Maacá,Maaka,Maakha
2959,מַעֲכָה-11,PN,person,Maacah,Maacá,Maaka,Maakha
2960,מַעֲכָה-12,PN,person,Maacah,Maacá,Maaka,Maakha
2961,מַעֲכָת,PN,group,Maacath,Maacateo,Maakath,orang Maakha
2962,מַעֲכָתִי,PN,group,Maacathite,Maacá,Maakatite,orang Maakha
2963,מעל,AT,attitudes and emotions /  morals and ethics,be unfaithful,arriba / encima,être infidèle,tidak setia
2964,מַעַל,AT,attitudes and emotions /  morals and ethics,unfaithfulness / treachery,traición / infidelidad / delito,infidélité / trahison,ketidaksetiaan / pengkhianatan
2965,מַעְַלֵה עַקְרַבִּים,PN,nature,Ascent of Akrabbim / Akrabbim Pass / Scorpion Pass,Cuesta de Acabrín / Paso de los Escorpiones,montée des Aqrabbim,Pendakian / Jalan Akrabim / lereng-lereng di gunung Akrabim
2966,מַעַץ,PN,person,Maaz,Maas,Maaç,Maas
2967,מַעֲצָד,RE,crafts,axe / adze / or chisel,hacha / cincel,hache / cognée,kapak atau pahat
2968,מְעָרָה,PN,locale,Mearah,Megará / Mehara,Méara,Meara
2969,מַעֲרָת,PN,settlement,Maarath,Maarat,Maarath,Maarat
2970,מַעֲשֵׂה רֹקֵם,RE,crafts /  cloth,embroidered work / needlework,obra del bordador,brocheur,pekerjaan bersulam / menjahit
2971,מַעְשַׂי,PN,person,Maasai,Masai,Massaï,Masai
2972,מַעֲשֵׂיָה-1,PN,person,Maaseiah,Maaseías,Maaséya,Maaseya
2973,מַעֲשֵׂיָה-2,PN,person,Maaseiah,Maaseías,Maaséya,Maaseya
2974,מַעֲשֵׂיָה-3,PN,person,Maaseiah,Maaseías,Maaséya,Maaseya
2975,מַעֲשֵׂיָה-4,PN,person,Maaseiah,Maaseías,Maaséya,Maaseya
2976,מַעֲשֵׂיָהוּ-1,PN,person,Maaseiah,Maaseías,Maaséyahou,Maaseya
2977,מַעֲשֵׂיָהוּ-2,PN,person,Maaseiah,Maaseías,Maaséyahou,Maaseya
2978,מַעֲשֵׂיָהוּ-3,PN,person,Maaseiah,Maaseías,Maaséyahou,Maaseya
2979,מַעֲשֵׂיָהוּ-4,PN,person,Maaseiah,Maaseías,Maaséyahou,Maaseya
2980,מַעֲשֵׂיָהוּ-5,PN,person,Maaseiah,Maaseías,Maaséyahou,Maaseya
2981,מַעֲשֵׂיָהוּ-6,PN,person,Maaseiah,Maaseías,Maaséyahou,Maaseya
2982,מֹף,PN,settlement,Memphis,Menfis,Memphis,Memfis
2983,מְפִיבֹשֶׁת-1,PN,person,Mephibosheth,Mefi-bóset,Mefibosheth,Mefiboset
2984,מְפִיבֹשֶׁת-2,PN,person,Mephibosheth,Mefi-bóset,Mefibosheth,Mefiboset
2985,מֻפִּים,PN,person,Muppim,Mupim,Mouppim,Mupim
2986,מֻצָּב,RE,buildings /  warfare /  siege,siege tower,empalizada / estacada,terme militaire inintelligible: poste / avant-poste,menara pengepungan
2987,מְצֹבָיָה,PN,group,Mezobaite,Mesobaíta,de Çova,orang Mezobaya
2988,מַצָּה,RE,food,unleavened bread / bread made without yeast,pan sin levadura,pains sans levain / galettes sans levain,roti tidak beragi / roti yang dibuat tanpa ragi
2989,מֹצָה,PN,settlement,Mozah,Mosá,Moça,Moza
2990,מָצוֹד,RE,tools /  hunting and fishing,net,red,capture / proie,jala / jaring / jerat / perangkap
2991,מְצוּדָה,RE,tools /  hunting and fishing,net,trampa / red,filet,jala / jaring / jerat / perangkap
2992,מְצוֹדָה,RE,tools /  hunting and fishing,net,jaula / red,filet,jala / jaring / jerat / perangkap
2993,מָצוֹר-1,MI,"violence, harm, destroy, kill",state of being under siege,sitio,état d'être en état de siège,keadaan dikepung
2994,מָצוֹר-2,PN,area,Egypt,Egipto,Egypte,Mesor / Mesir
2995,מִצְפָּה-1,PN,locale,Mizpa,Mispá,Miçpa,Mizpa
2996,מִצְפָּה-2,PN,settlement,Mizpa,Mispá,Miçpa,Mizpa
2997,מִצְפֶּה-1,PN,nature,Mizpeh,Mispá,Miçpé,Mizpa
2998,מִצְפֶּה-2,PN,settlement,Mizpeh,Mispá,Miçpé,Mizpa
2999,מִצְפֶּה-3,PN,settlement,Mizpeh,Mispá,Miçpé,Mizpa / Ramat-Mizpa
3000,מִצְפֶּה-4,PN,settlement,Mizpeh,Mispá,Miçpé,Mizpa
3001,מִצְפֶּה-5,PN,locale,Mizpeh,Mispá,Miçpé,Mizpa
3002,מִצְרִי,PN,group,Egyptian,Egipcio,Egyptien,Mesir
3003,מִצְרַיִם,PN,person,Mizraim / Egypt,Misraim,Egypte / Miçraïm,orang Mesir / keturunan Mizraim
3004,מַקֶּבֶת,RE,tools /  crafts,hammer,martillo,marteau / carrière,palu
3005,מַקֵּדָה,PN,settlement,Makkedah,Maquedá,Maqqéda,Makeda
3006,מַקְהֵלֹת,PN,locale,Makheloth,Maquelot,Maqehéloth,Makhelot
3007,מַקֵּל,RE,animal husbandry,staff,cayado / bastón,tige en bois / roseau / bâton,tongkat
3008,מִקְלוֹת-1,PN,person,Mikloth,Miclot,Miqloth,Miklot
3009,מִקְלוֹת-2,PN,person,Mikloth,Miclot,Miqloth,Miklot
3010,מִקְלָט,MI,"help, protect, save",refuge / asylum,refugio,refuge / asile,perlindungan / suaka
3011,מִקְלַעַת,RE,crafts,carving / engraving,entalladura / escultura,découpage / sculpture,ukiran
3012,מִקְנֶה,FA,domestic animals,domestic animals / livestock,ganado,troupeau / animal / bétail / bête,hewan peliharaan / ternak
3013,מִקְנֵיָהוּ,PN,person,Mikneiah,Mecneías,Miqnéyahou,Mikneya
3014,מִקְסָם,RI,paganism /  magic /  communication,oracle / divination,,oracle / divination,tenungan / ramalan
3015,מָקַץ,PN,settlement,Makaz,Macás,Maqaç,Makas
3016,מַקְצוּעָה,RE,tools /  crafts,chisel / plane,cincel,racleur en bois,pahat / pisau planer
3017,מִקְשָׁה-1,RE,crafts,hammered work / beaten work,martillo,travail martelé,pekerjaan yang ditempa / pekerjaan dipukuli
3018,מִקְשָׁה-2,FL,agriculture,cucumber field,melonar o pepinar,champ de concombres ou de melons,kebun mentimun
3019,מֹר,FL,perfumes and spices /  anoint,myrrh,mirra,myrrhe,mur / dupa
3020,מָרָא,PN,person,Mara,Mará,Mara,Mara
3021,מַרְאָה,MI,"prophecy, vision",vision,visión / espejo,vision,penglihatan
3022,מֵרַב,PN,person,Merab,Merab,Mérav,Merab
3023,מַרְבֵּק,RE,animal husbandry,stall,establo / de engorda,engrais / gavage,kandang
3024,מרד,AT,"hostility, strife",rebel,rebelarse,se rebeller,memberontak / melawan
3025,מֶרֶד-1,PN,person,Mered,Méred,Mèred,Mered
3026,מֶרֶד-2,AT,"hostility, strife",rebellion,rebelión,infidélité / révolte,pemberontakan
3027,מַרְדּוּת,AT,"hostility, strife",rebelliousness,rebelión / corrección,rébellion,pemberontakan
3028,מְרֹדַךְ,PN,supernatural beings and powers,Merodach,Marduc,Mardouk,Merodakh
3029,מְרֹדַךְ בַּלְאֲדָן,PN,person,Merodach-Baladan,,,Merodakh-Baladan
3030,מָרְדֳּכַי-1,PN,person,Mordecai,,Mordokaï,Mordekhai
3031,מָרְדֳּכַי-2,PN,person,Mordecai,,Mardochée,Mordekhai
3032,מרה,AT,"hostility, strife",be rebellious,ser rebelde,être rebelle,memberontak / melawan
3033,מָרָה,PN,locale,Marah,Mará,Mara,Mara
3034,מֵרוֹז,PN,settlement,Meroz,Meroz,Méroz,Meros
3035,מֵרוֹם,PN,settlement,Merom,Merom,Mérom,Merom
3036,מָרוֹת,PN,settlement,Maroth,Marot,Maroth,Marot
3037,מְרִיא,FA,mammals,fattened calf,becerro engordado,veau gras / bête grasse / graisse des veaux / veau,anak sapi gemuk
3038,מְרִיב בַּעַל,PN,person,Merib-Baal,Merib-baal,Meribbaal,Merib-Baal
3039,מְרִיבָה,PN,locale,Meribah,Meribá,Mériba,Meriba
3040,מֹרִיָּה,PN,nature,Moriah,Moria,Moriyya,gunung Moria
3041,מְרָיָה,PN,person,Meraiah,Meraías,Meraya,Meraya
3042,מְרָיוֹת-1,PN,person,Meraioth,Meraiot,Merayoth,Merayot
3043,מְרָיוֹת-2,PN,person,Meraioth,Meraiot,Merayoth,Merayot
3044,מְרָיוֹת-3,PN,person,Meraioth,Meraiot,Merayoth,Merayot
3045,מִרְיָם-1,PN,person,Miriam,María,Miryam,Miryam
3046,מִרְיָם-2,PN,person,Miriam,María,Miryam,Miryam
3047,מִרְמָה-1,AT,morals and ethics,deceit / betrayal,,tromperie / trahison,penipuan / pengkhianatan
3048,מִרְמָה-2,PN,person,Mirmah,,Mirma,Mirma
3049,מְרֵמוֹת-1,PN,person,Meremoth,Meremot,Merémoth,Meremot
3050,מְרֵמוֹת-2,PN,person,Meremoth,Meremot,Merémoth,Meremot
3051,מֵרֹנֹתִי,PN,group,Meronothite,Meronotita,Méronotite,orang Meronot
3052,מֶרֶס,PN,person,Meres,Meres,Mèrès,Meres
3053,מַרְסְנָא,PN,person,Marsena,Marsená,Marsena,Marsena
3054,מַרְעִית,FA,domestic animals /  animal husbandry,flock / herd,rebaño,action de faire paître,kawanan
3055,מַרְעֲלָה,PN,settlement,Mareal,Maralá,Maréala,Marala / Mareal
3056,מַרְצֵעַ,RE,tools /  crafts,awl,punzón o lezna,alène / poinçon,penusuk
3057,מָרֹר,FL,plants,bitter thing / bitter herbs,amarga / hierba amarga,herbe amère,pahit / sayur pahit
3058,מְרֹרָה,AT,"trouble, hardship",bitter,amargo / hierba amarga,chose amère / herbe amère,pahit
3059,מְרָרִי-1,PN,person,Merari,Merarí,Merari / Merarite,Merari
3060,מְרָרִי-2,PN,group,Merarite,Meraritas,Merari,Merari
3061,מָרֵשָׁה-1,PN,settlement,Mareshah,Maresá,Marésha,Maresa
3062,מָרֵשָׁה-2,PN,person,Mareshah,Maresá,Marésha,Maresa
3063,מְרָתַיִם,PN,area,Merathaim,Merataim,Marratim,Merataim
3064,מַשָּׂא-1,MI,"prophecy, vision",utterance / oracle,,,ucapan ilahi / ramalan
3065,מַשָּׂא-2,PN,person,Massa,,,Masa
3066,מְשׂוּכָּה,FL,weeds and thorns,thorn hedge,zarzal,la haie,pagar duri
3067,מְשֻׂכָה,FL,weeds and thorns,thorn hedge,espina / cardo,roncier,pagar duri
3068,מַשְׂמֵרָה,RE,tools /  crafts,nail,clavo,clou,paku
3069,מִשְׂרְפוֹת מַיִם,PN,locale,Misrephoth-Maim,Misrefot-maim,Misrefoth-Maïm,Misrefot-Maim
3070,מַשְׂרֵקָה,PN,settlement,Masrekah,Masrecá,Masréqa,Masreka
3071,מַשׁ,PN,person,Mash,Mas,Mash,Mas
3072,מֵשָׁא,PN,locale,Mesha,Mesá,Mésha,Mesa
3073,מִשְׁאָל,PN,settlement,Mishal,Misal,Mishéal,Misal
3074,מֹשֶׁה (AR),PN,person,Moses,Moisés,Moïse,Musa
3075,מֹשֶׁה,PN,person,Moses,Moisés,Moïse,Musa
3076,מְשׁוֹבָב,PN,person,Meshobab,Mesobab,Meshovav,Mesobab
3077,מְשׁוּבָה,AT,morals and ethics,defection / apostasy,apostasía,défection / apostasie,kemurtadan. keengganan
3078,משׁח,RI,anoint /  religious activities,smear / anoint,ungir,enduire / oindre,mengolesi / meminyaki
3079,מֶשִׁי,RE,cloth,expensive cloth,seda,soie,kain mahal
3080,מְשֵׁיזַבְאֵל-1,PN,person,Meshezabel,Mesezabel,Meshézavéel,Mesezabeel
3081,מְשֵׁיזַבְאֵל-2,PN,person,Meshezabel,Mesezabel,Meshézavéel,Mesezabeel
3082,מְשֵׁיזַבְאֵל-3,PN,person,Meshezabel,Mesezabel,Meshézavéel,Mesezabeel
3083,מָשִׁיחַ,RI,anoint /  religious activities,anointed,ungido,oint / messie,diurapi
3084,מֶשֶׁךְ,PN,person /  area,Meshech,Mésec,Mèshek,Mesekh
3085,מָשָׁל-1,AT,"wisdom, understanding",saying,dicho / oráculo,proverbe / parole,pengucapan / amsal / peribahasa / pepatah
3086,מָשָׁל-2,PN,settlement,Mashal,Masal,Mashal,Masal
3087,מְשֻׁלָּם-1,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3088,מְשֻׁלָּם-2,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3089,מְשֻׁלָּם-3,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3090,מְשֻׁלָּם-4,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3091,מְשֻׁלָּם-5,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3092,מְשֻׁלָּם-6,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3093,מְשֻׁלָּם-7,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3094,מְשֻׁלָּם-8,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3095,מְשֻׁלָּם-9,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3096,מְשֻׁלָּם-10,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3097,מְשֻׁלָּם-11,PN,person,Meshullam,Mesulam,Meshoullam,Mesulam
3098,מְשִׁלֵּמוֹת-1,PN,person,Meshillemoth,Mesilemot,Meshillémoth,Mesilemot
3099,מְשִׁלֵּמוֹת-2,PN,person,Meshillemoth,Mesilemot,Meshillémoth,Mesilemot
3100,מְשֶׁלֶמְיָה,PN,person,Meshelemiah,Meselemías,Meshèlèmya,Meselemya
3101,מְשֶׁלֶמְיָהוּ,PN,person,Meshelemiah,Meselemías,Meshèlèmyahou,Meselemya
3102,מְשִׁלֵּמִית,PN,person,Meshillemith,Mesilemit,Meshillémith,Mesilemit
3103,מְשֻׁלֶּמֶת,PN,person,Meshullemeth,Mesulémet,Meshoullèmeth,Mesulemet
3104,מִשְׁמַנָּה,PN,person,Mishmannah,Mismaná,Mishmanna,Mismana
3105,מִשְׁמָע-1,PN,person,Mishma,Mismá,Mishma,Misyma
3106,מִשְׁמָע-2,PN,person,Mishma,Mismá,Mishma,Misma
3107,מִשְׁעָם,PN,person,Misham,Misam,Mishéam,Misam
3108,מִשְׁעֶנֶת,RE,animal husbandry,staff,cayado / bastón,appui / bâton,tongkat
3109,מִשְׁפָּחָה,BE,people /  animals /  association /  groups,genus / kind / clan,clan / especie,genre / sorte,jenis
3110,מִשְׁפְּתַיִם,RE,constructions /  animal husbandry,sheep pen / sheepfold,alforja o redil / aprisco,sac de selle,kandang
3111,מִשְׁקֶלֶת,RE,tools /  construction,plumb line,nivel / plomada,niveau,tali sipat / garis tegak lurus
3112,מִשְׁרָעִי,PN,group,Mishraite,Misraítas,Mishraïte,Misrai
3113,מֶתֶג,RE,tools /  animal husbandry,bit,freno / brida,frein / bride,kekang
3114,מְתוּשָׁאֵל,PN,person,Methushael,Metusael,Metoushaël,Metusael
3115,מְתוּשֶׁלַח,PN,person,Methuselah,Matusalén,Metoushèlah,Metusalah
3116,מַתָּן-1,PN,person,Mattan,Matán,Mattân,Matan
3117,מַתָּן-2,PN,person,Mattan,Matán,Mattân,Matan
3118,מַתָּנָה,PN,locale,Mattanah,Mataná,Mattana,Matana
3119,מַתְּנַי-1,PN,person,Mattenai,Matenai,Mattenaï,Matnai
3120,מַתְּנַי-2,PN,person,Mattenai,Matenai,Mattenaï,Matnai
3121,מִתְנִי,PN,group,Mithnite,Mitnita,Mitnite,orang Mitni
3122,מַתַּנְיָה-1,PN,person,Mattaniah,Matanías,Mattanya,Matanya
3123,מַתַּנְיָה-2,PN,person,Mattaniah,Matanías,Mattanya,Matanya
3124,מַתַּנְיָה-3,PN,person,Mattaniah,Matanías,Mattanya,Matanya
3125,מַתַּנְיָהוּ-1,PN,person,Mattaniah,Matanías,Mattanyahou,Matanya
3126,מַתַּנְיָהוּ-2,PN,person,Mattaniah,Matanías,Mattanyahou,Matanya
3127,מִתְקָה,PN,locale,Mithkah,Mitcá,Mitqa,Mitka
3128,מִתְרְדָת-1,PN,person,Mithredath,Mitrídates,Mithredath,Mitredat
3129,מִתְרְדָת-2,PN,person,Mithredath,Mitrídates,Mithredath,Mitredat
3130,מַתַּתָּה,PN,person,Mattattah,Matatá,Mattatta,Matata
3131,מַתִּתְיָה-1,PN,person,Mattitiah,Matatías,Mattitya,Matica
3132,מַתִּתְיָה-2,PN,person,Mattitiah,Matatías,Mattitya,Matica
3133,מַתִּתְיָה-3,PN,person,Mattitiah,Matatías,Mattitya,Matica
3134,מַתִּתְיָה-4,PN,person,Mattitiah,Matatías,Mattitya,Matica
3135,מַתִּתְיָהוּ,PN,person,Mattitiah,Matatías,Mattityahou,Matica
3136,נֹא,PN,settlement,Thebes,Tebas,Thèbes / No,Tebe
3137,נֹב,PN,settlement,Nob,Nob,Nov,Nob
3138,נבא,RI,"prophecy, vision",speak / act as a prophet,profetizar,parler / agir comme un prophète,kepenuhan seperti nabi / bertindak sebagai seorang nabi
3139,נְבוֹ-1,PN,settlement,Nebo,Nebo,Nébo,Nebo
3140,נְבוֹ-2,PN,nature,Nebo,Nebo,Nébo,gunung Nebo
3141,נְבוֹ-3,PN,settlement,Nebo,Nebo,Nébo,Nebo
3142,נְבוֹ-4,PN,supernatural beings and powers,Nebo,Nebo,Nébo,Nebo
3143,נְבוּזַרְאֲדָן,PN,person,Nebuzaradan,Nebuzaradán,Nebouzaradân,Nebuzaradan
3144,נְבוּכַדְנֶאצַּר,PN,person,Nebuchadnezzar,,Nabucodonosor,
3145,נְבוּכַדְנֶצַּר (AR),PN,person,Nebuchadnezzar,,,
3146,נְבוּכַדְרֶאצַּר,PN,person,Nebuchadrezzar,Nabucodonosor,Nabuchodonosor,Nebukadrezar
3147,נְבוּשַׁזְבָּן,PN,person,Nebushazban,Nebusazbán,Neboushazbân,Nebusyazban
3148,נָבוֹת,PN,person,Naboth,Nabot,Naboth,Nabot
3149,נֹבַח-1,PN,person,Nobah,Nóbah,Novah,Nobah
3150,נֹבַח-2,PN,settlement,Nobah,Nóbah,Novah,Nobah
3151,נִבְחַז,PN,supernatural beings and powers,Nibhaz,Nibhaz,Nibhaz,Nibhas
3152,נְבָט,PN,person,Nebath,Nabat,Nevath,Nebat
3153,נָבִיא,BE,"people; prophecy, vision; occupations",prophet,profeta,prophète,nabi
3154,נְבָיוֹת,PN,person /  locale,Nebaioth,Nebaiot,Nebayoth,Nebayot
3155,נָבָל,PN,person,Nabal,Nabal,Naval,Nabal
3156,נְבָלָה,AT,"wisdom, understanding",foolish actions or words,vileza / infamia,actions ou mots idiots,tindakan atau kata-kata bodoh
3157,נְבַלָּט,PN,locale,Neballat,Nebalat,Neballat,Nebalat
3158,נִבְשָׁן,PN,settlement,Nibshan,Nibsán,Nivshân,Nibsan
3159,נֶגֶב,PN,nature,Negeb,Négueb,sud / Néguev,Negeb
3160,נֹגַהּ,PN,person,Nogah,Nógah,Nogah,Nogah
3161,נָגִיד,BE,people /  authority,leader / chief,jefe / dirigente,chef / leader,raja / pemimpin / kepala
3162,נָדָב-1,PN,person,Nadab,Nadab,Nadav,Nadab
3163,נָדָב-2,PN,person,Nadab,Nadab,Nadab,Nadab
3164,נָדָב-3,PN,person,Nadab,Nadab,Nadav,Nadab
3165,נָדָב-4,PN,person,Nadab,Nadab,Nadav,Nadab
3166,נְדָבָה-1,AT,attitudes and emotions,out of free will / willing,voluntariamente / ofrenda voluntaria,utilisé comme adverbe: empressement / bonne volonté,sukarela / bersedia
3167,נְדָבָה-2,RI,sacrifices and offerings,voluntary offering,voluntaria,offrande volontaire,pemberian sukarela
3168,נְדַבְיָה,PN,person,Nedabiah,Nedabías,Nedavya,Nedabya
3169,נִדָּה,AT,"clean, pure, holy",state of impurity / pollution,menstruación / impureza,impureté / pollution,najis / keadaan tidak beresih
3170,נדר,RI,oaths /  communication,to vow,hacer un voto / voto / promesa,faire un voeu,bernazar / bersumpah
3171,נֶדֶר,RI,oaths /  communication,a vow,voto / un voto,vœu,nazar / sumpah / kaul
3172,נַהֲלָל,PN,settlement,Nahalal / Nahalol,Nahalal,Nahalal,Nahalal
3173,נַהֲלֹל,PN,settlement,Nahalal / Nahalol,Nalal / Naalal,Nahalol,Nahalol
3174,נוֹד,PN,locale,Nod,Nod,Nod,Nod
3175,נוֹדָב,PN,group,Nodab,Nodab,Nodav,orang Nodab
3176,נוֹחָה,PN,person,Nohah,Nohá,Noha,Nohah
3177,נוּן,PN,person,Nun,Nun,Noun,Nun
3178,נוֹעַדְיָה-1,PN,person,Noadiah,Noadías,Noadya,Noaja
3179,נוֹעַדְיָה-2,PN,person,Noadiah,Noadías,Noadya,Noaja
3180,נָזִיר,BE,people /  religious activities,consecrated person / who has devoted himself to avoid intoxicating drinks / corpses / and cutting his hair,nazareno,non cultivé / non traité / personne consacrée,nazir / orang yang dikhususkan bagi Tuhan / yang telah mengabdikan dirinya untuk menghindari minuman memabukkan / mayat / dan memotong rambutnya
3181,נזר,AT,association /  religious activities,withdraw oneself / separate oneself / abstain from,apartarse,se retirer / se séparer / s'abstenir de,menghindarkan diri / mengkhususkan diri / memisahkan diri / menjauhkan diri dari
3182,נֵזֶר-1,RI,holiness,consecration,consagración / nazareato,consécration,dikhususkan / dipersembahkan
3183,נֵזֶר-2,RE,ornaments /  authority /  royalty /  priesthood,crown / diadem,tiara / corona,diadème / couronne,mahkota / jamang / hiasan emas
3184,נֹחַ,PN,person,Noah,Noé,Noé,Nuh
3185,נַחְבִּי,PN,person,Nahbi,Nahbí,Nahbi,Nahbi
3186,נַחוּם,PN,person,Nahum,Nahúm,Nahoum,Nahum
3187,נְחוּם,PN,person,Nehum,Nehúm,Nehoum,Nehum
3188,נָחוֹר-1,PN,person,Nahor,Nahor,Nahor,Nahor
3189,נָחוֹר-2,PN,person,Nahor,Nahor,Nahor,Nahor
3190,נַחֲלָה,MI,possession,possession / inheritance / lot,herencia,prise de possession / occupation de,milik / warisan / nasib
3191,נַחֲלִיאֵל,PN,locale,Nahaliel,Nahaliel,Nahaliël,Nahaliel
3192,נֶחֱלָמִי,PN,group,of Nehelam / Nehelamite,Nehelam,Néhlamite,Nehelam
3193,נַחַם,PN,person,Naham,Náham,Naham,Naham
3194,נְחֶמְיָה-1,PN,person,Nehemiah,Nehemías,Nehémya,Nehemia
3195,נְחֶמְיָה-2,PN,person,Nehemiah,Nehemías,Néhémie,Nehemia
3196,נְחֶמְיָה-3,PN,person,Nehemiah,Nehemías,Nehémya,Nehemia
3197,נַחֲמָנִי,PN,person,Nahamani,Nahamaní,Nahamani,Nahamani
3198,נַחְרַי,PN,person,Naharai,Naharai,Nahraï,Naharai
3199,נָחָשׁ-1,FA,snakes and lizards,snake,serpiente,serpent,ular
3200,נָחָשׁ-2,PN,person,Nahash,Nahas,Nahash,Nahas
3201,נָחָשׁ-3,PN,person,Nahash,Nahas,Nahash,Nahas
3202,נַחְשׁוֹן,PN,person,Nahshon,Nahasón,Nahshôn,Nahason
3203,נְחֻשְׁתָּא,PN,person,Nehushta,Nehustá,Nehoushta,Nehusta
3204,נְחֻשְׁתָּן,PN,constructions,Nehushtan,Nejustán / Nehustán,Nehoushtân,Nehustan
