,word,Unnamed: 2,domains,english,spanish,french,indonesian
1860,Αδδους (DC),PN,person,Addus,Adus,Addus,
1861,ἀδελφή (DC),BE,people /  kinship,sister,hermana,sœur,
1862,ἀδελφός (DC),BE,people /  kinship,brother,hermano,frère,
1863,ἀδελφότης (DC),MI,community /  kinship,brotherhood,hermandad,amitié / fraternité,
1864,Αδιδα (DC),PN,settlement,Adida,Hadid,Adida,
1865,ἀδικέω (DC),AT,morals and ethics,to be unjust / to do wrong / to act unjustly,ser injusto / actuar injustamente,nuire / traiter injustement / faire du tort / faire mal ou le mal / être en tort / être coupable,
1866,ἀδικία (DC),MI,morals and ethics,wrongdoing / injustice,injusticia / maldad,méfaits / mal / péché / injustice,
1867,Αδινος (DC),PN,person,Adin,Adín,Adin,
1868,ἀδίκημα (DC),AT,morals and ethics,injustice / trespass / intentional wrong,ofensa,crime / péché / tort,
1869,ἀδίκως (DC),AT,morals and ethics,unjustly / wrongfully,injustamente,injustement,
1870,Αδουηλ (DC),PN,person,Aduel,Aduel,Adouël,
1871,Αδωνικαμ (DC),PN,person,Adonikam,Adonicam,Adonikam,
1872,Αδωρα (DC),PN,settlement,Adora,Adoraim,Adora,
1873,Αερμων (DC),PN,area,Hermon,Hermón,Hermon,
1874,Αζαηλος (DC),PN,person,Azael,Asael,Azael,
1875,Αζαριας-1 (DC),PN,person,Azarias,,,
1876,Αζαριας-2 (DC),PN,person,Azarias,,,
1877,Αζαριας-3 (DC),PN,person,Azarias,,,
1878,Αζαριας-4 (DC),PN,person,Azarias,,,
1879,Αζαρια (DC),PN,person,Azarias,Azarías,Azarias,
1880,Αζητας (DC),PN,person,Azetas,Asetas,Azetas,
1881,Αζουρος (DC),PN,person,Azaru,Azaru,Azaru,
1882,ἀθέμιτος (DC),MI,crime,unlawful / against the law,ilegal / prohibido por la ley,interdite par la loi,
1883,Ἀθηναῖος (DC),PN,group,Athenian,Atenienses,Athénien,
1884,Ἀθηνόβιος (DC),PN,person,Athenobius,Atenobio,Athénobius,
1885,Αθουριας (DC),PN,area,Assyria,Asiria,Assour,
1886,Αθουρ (DC),PN,area,Assyria,Asiria,Assyrie,
1887,Αιγγαδοις (DC),PN,locale,Engedi,En-gadi,Ein-Guèdi,
1888,Αἰγύπτιος (DC),PN,group,Egyptian,Egipcios,Egyptiens,
1889,Αἰθιοπία (DC),PN,area,Ethiopia,Etiopía,Ethiopie,
1890,Αισωρα (DC),PN,settlement,Aesora,Hasor,Aïsor,
1891,αἰών (DC),MI,time,lifetime / long time / eternity,eternidad,époque / ordre mondial / eternité / Aeon / existence / la vie présente,
1892,αἰώνιος (DC),AT,time,without beginning,sin principio ni fin / eterno,eternel,
1893,Αἴγυπτος (DC),PN,area,Egypt,Egipto,Egypte,
1894,ἀΐδιος (DC),AT,time,everlasting / eternal,eterno,eternal,
1895,αἴλουρος (DC),FA,mammals,cat,gato,chat,
1896,αἴξ (DC),FA,mammals,goat,cabra,chèvre,
1897,αἷμα (DC),MI,body,blood,sangre,sang / mort / meurtre,
1898,ἀκαθαρσία (DC),MI,"clean, pure, holy",physical and ritual impurity,impureza,impureté / immoralité / motif impur / obscénité / pourriture,
1899,Ακαταν (DC),PN,person,Hakkatan,Hacatán,Hakkatan,
1900,ἀκάθαρτος (DC),MI,"clean, pure, holy",impure / unclean,limpio / puro,impur / souillé / sans relation avec Dieu,
1901,ἀκινάκης (DC),RE,weapons /  warfare,sword,daga / espada,epée / cimeterre,
1902,Ακκαρων (DC),PN,settlement,Ekron,Ecrón,Akkarôn,
1903,Ακκως (DC),PN,person,Accos,Acós,Akkôs,
1904,Ακουβ (DC),PN,person,Akkub,Acub,Akkub,
1905,Ακουδ (DC),PN,person,Akkub,Acub,Akkub,
1906,Ακουφ (DC),PN,person,Hakupha,Acuf,Hakupha,
1907,Ακραβαττήνη (DC),PN,locale,Akrabattene,Acrabatene,Akrabattène,
1908,ἀκρίς (DC),FA,"insects, spiders, and worms",locust / grasshopper / cricket,langosta / saltamontes,sauterelle,
1909,ἀκροβυστία (DC),MI,body /  rituals,foreskin,prepucio,inciconcision,
1910,ἀκρόπολις (DC),RE,buildings,fortress / stronghold / castle / citadel / fort,acrópolis / ciudadela,acropole,
1911,ἀλεκτρυών (DC),FA,birds,chicken / rooster / hen,gallo,poule / coq,
1912,Αλεμα (DC),PN,settlement,Alema,Alema,Aléma,
1913,Αλεμοι (DC),PN,settlement,Alema,Alema,Aléma,
1914,Ἀλεξανδρεύς (DC),PN,group,Alexandrians,Alejandrinos,Alexandrie,
1915,Ἀλεξάνδρεια (DC),PN,settlement,Alexandria,Alejandría,Alexandria,
1916,Ἀλεξάνδρειος (DC),PN,group,Alexandrian,Alejandrinos,Alexandrian,
1917,Ἀλέξανδρος (DC),PN,person,Alexander,Alejandro,Alexandre,
1918,ἀληθεύω (DC),MI,truth,to speak the truth,decir la verdad,dire la vérité / être honnête,
1919,ἀληθής (DC),MI,truth,true,verdadero / cierto,vrai / véridique / honnête / réel / authentique,
1920,ἀληθινός (DC),AT,truth,truthful / trusty,veraz / confiable,réel / authentique / vrai / digne de,
1921,ἀληθινῶς (DC),MI,truth,in truth / truly,verdad / genuino / en verdad / verdaderamente,en vérité,
1922,ἀληθῶς (DC),MI,truth,truly / really / indeed,verdadero / sincero,adv. vraiment / en vérité / effectivement / assurément,
1923,ἀλήθεια (DC),RE,religious activities,thummim,verdad / veracidad / realidad,vérité / sincérité / realité,
1924,Ἁλικαρνασσός (DC),PN,settlement,Halicarnassus,Halicarnaso,Halicarnasse,
1925,ἀλλόφυλος (DC),MI,group,of another tribe / foreign / alien,extranjero / de otra tribu,étranger,
1926,ἁλυσιδωτός (DC),RE,warfare,scale armor / coat of mail,alineado como cadena,en forme d'une chaine,
1927,Αμαδαθος (DC),PN,person,Hammedatha,Hamedata,Hamadathos,
1928,Ἁμαθῖτις (DC),PN,settlement,Hamath,Hamat,Hamath,
1929,Αμαν (DC),PN,person,Haman,Amam,Haman,
1930,Ἀμαρίας (DC),PN,person,Amariah,Amarías,Amariah,
1931,ἁμαρτάνω (DC),MI,morals and ethics,to do wrong / to err / to sin,pecar,pécher,
1932,ἁμαρτία (DC),MI,morals and ethics,guilt / sin,culpa / pecado,péché,
1933,ἁμαρτωλός (DC),MI,morals and ethics,sinning / sinful,pecador,coupable / pécheur,
1934,Αμαρ (DC),PN,person,Immer,Imer,Immer,
1935,Αμάνιτος (DC),PN,group,Ammonite,Amonitas,Ammanitide,
1936,ἁμάρτημα (DC),MI,morals and ethics,sin,pecado,péché,
1937,Αμβακουμ (DC),PN,person,Habakkuk,Habacuc,Habacuc,
1938,Αμιναδαβ (DC),PN,person,Amminadab,Aminadab,Aminadab,
1939,ἀμίαντος (DC),MI,"clean, pure, holy",undefiled,puro,pur / sans souillure / non souillé,
1940,Αμμανίτης (DC),PN,group,Ammonite,Amonita,Ammonite,
1941,Αμμανῖτις (DC),PN,person,Ammon,Amonita,Ammanitide,
1942,Αμμαους (DC),PN,settlement,Emmaus,Emaús,Emmaüs,
1943,Αμμιδαιοι (DC),PN,group,Ammidians,Amideos,Ammidians,
1944,Αμμων (DC),PN,person,Ammon,Amón,Ammon,
1945,ἀμνός (DC),FA,mammals,sheep / lamb,cordero,agneau,
1946,Ἀμορραῖος (DC),PN,group,Amorite,Amorreos,Amorites,
1947,ἀμπελών (DC),FL,plants,vineyard,viñedo,vigne,
1948,Αμων (DC),PN,person,Ami,Alón,Ami,
1949,Αμως (DC),PN,person,Amos,Amós,Amos,
1950,Αναηλ (DC),PN,person,Anael,Anael,Anaël,
1951,ἀνακρίνω (DC),MI,intellect,to examine,examinar,interroger / examiner / juger / évaluer / se donner des airs de juge concernant qqch / demander des comptes à,
1952,Ανανιας (DC),PN,person,Hananiah,Ananías,Ananias,
1953,Ανανιηλ (DC),PN,person,Ananiel,Ananiel,Ananiel,
1954,Ανανιος (DC),PN,person,Ananias,Ananías,Ananie,
1955,Αναν (DC),PN,person,Hana,Hanan,Hana,
1956,Ανασιβ (DC),PN,person,Anasib,Anasib,Anasib,
1957,ἀναστρέφω (DC),MI,?,to turn upside down / to upset,volver / regresar,revenir / pass. vivre / se comporter / rester / vivre,
1958,ἀναστροφή (DC),MI,behavior,way of life / behaviour,manera de vivir / comportamiento,façon d'être / comportement,
1959,ἀνάλημμα (DC),RE,constructions,boundary wall / fence,muralla,muraille,
1960,ἀνάστασις (DC),AT,life,resurrection,levantamiento / resurrección,résurrection,
1961,Ἀνδρόνικος (DC),PN,person,Andronicus,Andrónico,Andronique,
1962,ἀνελεήμων (DC),AT,compassion,merciless / without mercy,sin compasión,sans pitié,
1963,ἀνέγκλητος (DC),AT,"guilt, responsibility",blameless / without reproach / innocent,sin mancha / inocente,au-dessus de tout reproche / sans défaut,
1964,Ανναν (DC),PN,person,Annan,Anán,Annan,
1965,Αννιας (DC),PN,person,Annias,Anías,Annias,
1966,Αννιουθ (DC),PN,person,Anniuth,Aniut,Anniuth,
1967,Αννουνος (DC),PN,person,Annunus,Anunos,Annunus,
1968,ἀνομία (DC),AT,sin,transgression / evil / evil conduct / iniquity / wickedness,transgresión / maldad,méchanceté / illégalité / péché,
1969,ἀνόμως (DC),AT,sin,wickedly,maldad,adv. sans la loi juive,
1970,Ἀντιλίβανος (DC),PN,nature,Antilebanon,Antilíbano,Antiliban,
1971,Ἀντιοχεύς (DC),PN,group,Antiochian,Ciudadano de Antioquía,Antiochien,
1972,Ἀντιοχία (DC),PN,settlement,Antioch,Antioquía,Antioche,
1973,Ἀντιοχίς (DC),PN,person,Antiochis,Antióquida,Antiokhis,
1974,Ἀντιόχεια (DC),PN,settlement,Antioch,Antioquía,Antioche,
1975,Ἀντίοχον (DC),PN,person,Antiochus,Antíoco,Antiochus,
1976,Ἀντίοχος (DC),PN,person,Antiochus,Antíoco,Antiochus,
1977,Ἀντίπατρος (DC),PN,person,Antipater,Antípatro,Antipater,
1978,Ανως (DC),PN,person,Vaniah,Vanías,Vaniah,
1979,ἀπαλλάσσω (DC),MI,separation,to put away from / to remove from,poner fuera / eliminar,reprendre,
1980,Ἀπάμη (DC),PN,person,Apame,Apame,Apame,
1981,ἀπιστέω (DC),MI,truth /  faith,to not believe in / to distrust,incrédulo,ne pas réussir ou refuser de croire / être ou s'avérer être un infidèle,
1982,ἀπιστία (DC),AT,faithfulness,unfaithfulness,infidelidad,incrédulité / infidélité,
1983,ἀπογραφή (DC),MI,writing,register / list,registro,enregistrement / recensement,
1984,ἀπογράφομαι (DC),MI,census /  writing,to be registered,to be registered,pour s'enregistrer,
1985,ἀποδοχεῖον (DC),RE,containers,cistern,cisterna / estanque,bassin,
1986,Ἀπολλοφάνης (DC),PN,person,Apollophanes,Apolófanes,Apollophane,
1987,Ἀπολλώνιος-1 (DC),PN,person,Apollonius,Apolonio,Apollonius,
1988,Ἀπολλώνιος-2 (DC),PN,person,Apollonius,Apolonio,Apollonius,
1989,Ἀπολλώνιος-3 (DC),PN,person,Apollonius,Apolonio,Apollonius,
1990,Ἀπολλώνιος-4 (DC),PN,person,Apollonius,Apolonio,Apollonius,
1991,Ἀπολλώνιος-5 (DC),PN,person,Apollonius,Apolonio,Apollonius,
1992,Απολλώνιος (DC),PN,person,Apollonius,Apolonio,Apollonius,
1993,ἀπολύω (DC),MI,"guilt, responsibility",to acquit from,liberar / dejar libre,absous,
1994,ἀποστολή (DC),MI,separation,sending away / sending off,enviado,apostolat / mission,
1995,Απφους (DC),PN,person,Apphus,Afús,Apphous,
1996,ἀπώλεια (DC),MI,destruction,destruction / annihilation,destrucción,destruction,
1997,Ἀραβία (DC),PN,area,Arabia,Arabia,Arabie,
1998,Αραρατ (DC),PN,nature,Ararat,Ararat,Ararat,
1999,Αρβαττοις (DC),PN,area,Arbatta,Arbata,Arbatta,
2000,Αρβηλος (DC),PN,settlement,Arbela,Arbela,Arbèles,
2001,ἀργός (DC),AT,purpose,idle / lazy,inútil / perezoso,désoeuvré / sans travail / paresseux / négligent / inefficace / inutile,
2002,ἀργύριον (DC),RE,money,money / coins / silver,plata / moneda de plata / dinero,argent / drachmes / talents,
2003,ἀργύρωμα (DC),RE,containers,silver bowl,vajilla de plata,vaisselle d'argent,
2004,Αρεε (DC),PN,person,Arah,Árah,Arah,
2005,Ἀρέτας (DC),PN,person,Aretas,Aretas,Arétas,
2006,Ἀριαράθης (DC),PN,person,Ariarathes,Ariarate,Ariarathe,
2007,Ἀριστόβουλος (DC),PN,person,Aristobulus,Aristóbulo,Aristobule,
2008,Αριφος (DC),PN,person,Arsiphurith,Arifo,Arsiphurith,
2009,Αριωχ (DC),PN,person,Arioch,Arioc,Ariokh,
2010,Αρκεσαιος (DC),PN,person,Arkesaeus,Arceseo,Arkésaïos,
2011,ἁρματηλάτης (DC),RE,transportation /  warfare,chariot,conductor del carro de guerra,char,
2012,ἁρμόζω (DC),MI,?,to adapt / to suit,adaptarse,fiancer / promettre en mariage,
2013,Αρομ (DC),PN,person,Arom,Arom,Arom,
2014,ἀροτριάω (DC),MI,agriculture,to plow,arar / cultivar,labourer,
2015,Αρουφαιος (DC),PN,person,Aruphaeus,Arufeo,Arouphaïos,
2016,Αρσαιος (DC),PN,person,Arisai,Arseo,Arsaïos,
2017,Ἀρσάκης (DC),PN,person,Arsaces,Arsaces,Arsace,
2018,Ἀρσινόη (DC),PN,person,Arsinoe,Arsinoe,Arsinoe,
2019,Ἀρταξέρξης (DC),PN,person,Artaxerxes,Artajerjes,Artaxerxès,
2020,Αρφαξαδ (DC),PN,person,Arphaxad,Arfaxad,Arphaxad,
2021,ἀρχή (DC),MI,time,beginning,comienzo / principio,commencement / origine,
2022,ἀρχιερεύς (DC),BE,people,high priest,sumo sacerdote,grand prêtre,
2023,Ασαβιας (DC),PN,person,Hashabiah,Hasabías,Hashabiah,
2024,Ασαδιας (DC),PN,person,Hasadiah,Hasadías,Hasadias,
2025,Ασαηλος (DC),PN,person,Sheal,Seal,Sheal,
2026,Ασαιας (DC),PN,person,Asaias,Asaías,Asaias,
2027,Ασανα (DC),PN,person,Asnah,Asná,Asnah,
2028,Ασαρα (DC),PN,person,Hasrah,Harhás,Hasrah,
2029,Ασαφ (DC),PN,person,Asaph,Asaf,Asaph,
2030,Ασβασαρεθ (DC),PN,person,Esarhaddon,Esarhadón,Esarhaddon,
2031,Ασγαδ (DC),PN,person,Azgad,Azgad,Azgad,
2032,Ασγαθ (DC),PN,person,Azgad,Azgad,Azgad,
2033,Ασεβηβιας (DC),PN,person,Sherebiah,Serebías,Sherebiah,
2034,Ασεβιας (DC),PN,person,Hashabiah,Hasabías,Hashabiah,
2035,Ασιβιας (DC),PN,person,Asibias,Asibias,Asibias,
2036,Ασιδαῖος (DC),PN,group,Hasidean,Hasideos,Assidéens,
2037,Ασιηλ (DC),PN,person,Asiel,Asiel,Ariel,
2038,Ασιφα (DC),PN,person,Hasupha,Hasufá,Hasupha,
2039,Ἀσία (DC),PN,area,Asia,Asia,Asie,
2040,Ἀσκαλών (DC),PN,settlement,Askalon,Ascalón,Ascalon,
2041,ἀσκοπυτίνη (DC),RE,container,wineskin / water bag,odre,outre de vin,
2042,Ασμοδαιος (DC),PN,supernatural beings and powers,Asmodeus,Asmodeo,Asmodée,
2043,Ασμοδαῖος (DC),PN,supernatural beings and powers,Asmodeus,Asmodeo,Asmodée,
2044,Ασομ (DC),PN,person,Hashum,Hasum,Hashum,
2045,Ασουρ (DC),PN,person,Asur,Asur,Asur,
2046,ἀσπιδίσκη (DC),RE,warfare,large shield,escudo pequeño,écussons / grand bouclier,
2047,ἀσπίς (DC),RE,warfare,shield / armour,escudo,bouclier,
2048,Ασσαλιμωθ (DC),PN,person,Shelomith,Selomit,Shelomith,
2049,Ασσαφιωθ (DC),PN,person,Hassophereth,Soféret,Hassophereth,
2050,Ασσηρ (DC),PN,area,Asher,Hasor / Jasor,Aser,
2051,Ασσουρ (DC),PN,area,Assyria,Asirio,Assour,
2052,Ἀσσυρία (DC),PN,area,Assyria,Asiria,Assyria,
2053,Ἀσσύριος (DC),PN,group,Assyrian,Asiria,Assyriens,
2054,Αστιν (DC),PN,person,Vashti,Astin,Astîn,
2055,Ἀστυάγης (DC),PN,person,Astyages,Astiages,Astyage,
2056,ἀσφαλής (DC),MI,security,safe,seguro / firme,sans danger / sûr / mesure de précaution / defini / les faits ou la raison,
2057,ἀσφαλῶς (DC),MI,security,safely,con cuidado / seguridad,sûrement,
2058,Ασφαρασος (DC),PN,person,Mispar,Asfarasus,Mispar,
2059,Ασφαρ (DC),PN,locale,Asphar,Asfar,Asfar,
2060,ἀσφάλεια (DC),MI,security,security / safety,seguridad / firmeza,securité / sûreté / information exacte / pleine vérité,
2061,Ασωρ (DC),PN,settlement,Hazor,Hasor,Asôr,
2062,Αταρ (DC),PN,person,Ater,Ater,Ater,
2063,Ατεργάτιον (DC),PN,supernatural beings and powers,Atargatis,Atargatis,Atargateion,
2064,Ατηρ (DC),PN,person,Ater,Ater,Ater,
2065,Ατητα (DC),PN,person,Hatita,Hatitá,Hatita,
2066,Ατθαριας (DC),PN,person,Attharias,Atarías,Attharias,
2067,Ατιφα (DC),PN,person,Hatipha,Hatifá,Hatipha,
2068,ἀτραπός (DC),RE,road,road / path / way,camino / sendero,sentier,
2069,Ατταρατης (DC),PN,person,Attharates,Atarates,Attharates,
2070,Αττους (DC),PN,person,Hattush,Hatús,Hattush,
2071,Αυαραν (DC),PN,person,Avaran,Avarán,Awarân,
2072,Αυγιαν (DC),PN,person,Agia,Agia,Agia,
2073,αὐλαία (DC),RE,household,door of tent / dividing curtain,cortina,rideau,
